symbol,timeframe,strategy,category,train_bars,long_signals,short_signals,total_signals
XAGUSD,D1,CCIReversalStrategy,mr,580,29,34,63
XAGUSD,D1,WilliamsRStrategy,mr,580,35,42,77
XAGUSD,D1,DonchianBreakoutStrategy,breakout,580,46,26,72
XAGUSD,D1,VolatilityBreakoutStrategy,breakout,580,11,8,19
XAGUSD,D1,MomentumBurstStrategy,breakout,580,166,152,318
XAGUSD,D1,SqueezeBreakoutStrategy,breakout,580,12,7,19
XAGUSD,D1,KeltnerBreakoutStrategy,breakout,580,47,16,63
XAGUSD,D1,PivotBreakoutStrategy,breakout,580,102,94,196
XAUUSD,M30,EMACrossoverStrategy,trend,32817,749,749,1498
XAUUSD,M30,SupertrendStrategy,trend,32817,60,59,119
XAUUSD,M30,MACDTrendStrategy,trend,32817,1238,1239,2477
XAUUSD,M30,ADXTrendStrategy,trend,32817,855,848,1703
XAUUSD,M30,IchimokuStrategy,trend,32817,370,354,724
XAUUSD,M30,HullMATrendStrategy,trend,32817,1812,1812,3624
XAUUSD,M30,RSIExtremesStrategy,mr,32817,1061,1140,2201
XAUUSD,M30,BollingerBounceStrategy,mr,32817,1602,1619,3221
XAUUSD,M30,ZScoreMRStrategy,mr,32817,974,1052,2026
XAUUSD,M30,StochasticReversalStrategy,mr,32817,2443,2716,5159
XAUUSD,M30,CCIReversalStrategy,mr,32817,1515,1524,3039
XAUUSD,M30,WilliamsRStrategy,mr,32817,2237,2287,4524
XAUUSD,M30,DonchianBreakoutStrategy,breakout,32817,1901,1585,3486
XAUUSD,M30,VolatilityBreakoutStrategy,breakout,32817,695,629,1324
XAUUSD,M30,MomentumBurstStrategy,breakout,32817,1671,1532,3203
XAUUSD,M30,SqueezeBreakoutStrategy,breakout,32817,635,608,1243
XAUUSD,M30,KeltnerBreakoutStrategy,breakout,32817,2588,1886,4474
XAUUSD,M30,PivotBreakoutStrategy,breakout,32817,5549,5348,10897
XAUUSD,H1,EMACrossoverStrategy,trend,16354,360,359,719
XAUUSD,H1,SupertrendStrategy,trend,16354,45,45,90
XAUUSD,H1,MACDTrendStrategy,trend,16354,613,613,1226
XAUUSD,H1,ADXTrendStrategy,trend,16354,423,429,852
XAUUSD,H1,IchimokuStrategy,trend,16354,187,182,369
XAUUSD,H1,HullMATrendStrategy,trend,16354,891,891,1782
XAUUSD,H1,RSIExtremesStrategy,mr,16354,518,593,1111
XAUUSD,H1,BollingerBounceStrategy,mr,16354,740,776,1516
XAUUSD,H1,ZScoreMRStrategy,mr,16354,446,514,960
XAUUSD,H1,StochasticReversalStrategy,mr,16354,1182,1337,2519
XAUUSD,H1,CCIReversalStrategy,mr,16354,717,749,1466
XAUUSD,H1,WilliamsRStrategy,mr,16354,1063,1114,2177
XAUUSD,H1,DonchianBreakoutStrategy,breakout,16354,913,720,1633
XAUUSD,H1,VolatilityBreakoutStrategy,breakout,16354,416,378,794
XAUUSD,H1,MomentumBurstStrategy,breakout,16354,1577,1401,2978
XAUUSD,H1,SqueezeBreakoutStrategy,breakout,16354,351,318,669
XAUUSD,H1,KeltnerBreakoutStrategy,breakout,16354,1402,1077,2479
XAUUSD,H1,PivotBreakoutStrategy,breakout,16354,2739,2575,5314
XAUUSD,H4,EMACrossoverStrategy,trend,4179,81,80,161
XAUUSD,H4,SupertrendStrategy,trend,4179,7,8,15
XAUUSD,H4,MACDTrendStrategy,trend,4179,171,170,341
XAUUSD,H4,ADXTrendStrategy,trend,4179,106,109,215
XAUUSD,H4,IchimokuStrategy,trend,4179,46,44,90
XAUUSD,H4,HullMATrendStrategy,trend,4179,227,227,454
XAUUSD,H4,RSIExtremesStrategy,mr,4179,124,163,287
XAUUSD,H4,BollingerBounceStrategy,mr,4179,145,189,334
XAUUSD,H4,ZScoreMRStrategy,mr,4179,104,135,239
XAUUSD,H4,StochasticReversalStrategy,mr,4179,296,352,648
XAUUSD,H4,CCIReversalStrategy,mr,4179,179,198,377
XAUUSD,H4,WilliamsRStrategy,mr,4179,257,291,548
XAUUSD,H4,DonchianBreakoutStrategy,breakout,4179,275,188,463
XAUUSD,H4,VolatilityBreakoutStrategy,breakout,4179,91,82,173
XAUUSD,H4,MomentumBurstStrategy,breakout,4179,844,698,1542
XAUUSD,H4,SqueezeBreakoutStrategy,breakout,4179,84,74,158
XAUUSD,H4,KeltnerBreakoutStrategy,breakout,4179,415,246,661
XAUUSD,H4,PivotBreakoutStrategy,breakout,4179,731,681,1412
XAUUSD,D1,EMACrossoverStrategy,trend,580,13,12,25
XAUUSD,D1,SupertrendStrategy,trend,580,0,0,0
XAUUSD,D1,MACDTrendStrategy,trend,580,32,31,63
XAUUSD,D1,ADXTrendStrategy,trend,580,12,15,27
XAUUSD,D1,IchimokuStrategy,trend,580,9,6,15
XAUUSD,D1,HullMATrendStrategy,trend,580,30,29,59
XAUUSD,D1,RSIExtremesStrategy,mr,580,9,27,36
XAUUSD,D1,BollingerBounceStrategy,mr,580,9,35,44
XAUUSD,D1,ZScoreMRStrategy,mr,580,7,22,29
XAUUSD,D1,StochasticReversalStrategy,mr,580,39,55,94
XAUUSD,D1,CCIReversalStrategy,mr,580,22,29,51
XAUUSD,D1,WilliamsRStrategy,mr,580,33,44,77
XAUUSD,D1,DonchianBreakoutStrategy,breakout,580,60,26,86
XAUUSD,D1,VolatilityBreakoutStrategy,breakout,580,12,8,20
XAUUSD,D1,MomentumBurstStrategy,breakout,580,177,122,299
XAUUSD,D1,SqueezeBreakoutStrategy,breakout,580,15,8,23
XAUUSD,D1,KeltnerBreakoutStrategy,breakout,580,81,15,96
XAUUSD,D1,PivotBreakoutStrategy,breakout,580,107,90,197
